Date,Open,High,Low,Close,Volume,Change
2021-05-20,6400,8320,6230,8320,66981581,
2021-05-21,8800,10600,8660,9780,51109284,0.17548076923076916
2021-05-24,9560,9680,7760,8090,10844854,-0.17280163599182008
2021-05-25,8270,8390,7300,7580,6279350,-0.06304079110012362
2021-05-26,7430,8150,7380,7590,7212035,0.0013192612137202797
2021-05-27,7730,7830,7370,7380,2594667,-0.02766798418972327
2021-05-28,7320,7430,7080,7090,1769029,-0.03929539295392959
2021-05-31,7090,7170,7020,7070,941329,-0.0028208744710860323
2021-06-01,7150,7360,7040,7120,1356931,0.007072135785006983
2021-06-02,7100,7120,6900,6920,939212,-0.028089887640449396
2021-06-03,6940,7440,6830,7050,2666283,0.01878612716762995
2021-06-04,7050,7080,6890,6910,641123,-0.019858156028368823
2021-06-07,6970,7060,6860,6880,714127,-0.00434153400868309
2021-06-08,6980,7050,6860,6860,775949,-0.0029069767441860517
2021-06-09,6900,6910,6660,6670,764404,-0.0276967930029155
2021-06-10,6670,6690,6530,6540,459493,-0.019490254872563728
2021-06-11,6550,6830,6500,6610,948004,0.010703363914372988
2021-06-14,6640,6660,6490,6530,384973,-0.012102874432677768
2021-06-15,6530,6640,6500,6560,279762,0.004594180704440953
2021-06-16,6630,6950,6560,6890,1158430,0.05030487804878048
2021-06-17,6920,6940,6760,6830,407321,-0.00870827285921627
2021-06-18,6890,7070,6840,7020,833504,0.027818448023426035
2021-06-21,6700,6840,6690,6730,941164,-0.04131054131054135
2021-06-22,6780,6820,6680,6710,332862,-0.002971768202080227
2021-06-23,6720,6720,6580,6600,406256,-0.016393442622950838
2021-06-24,6630,6670,6550,6620,250756,0.003030303030302939
2021-06-25,6640,6670,6590,6600,246718,-0.0030211480362537513
2021-06-28,6630,6640,6530,6560,317621,-0.0060606060606061
2021-06-29,6560,6600,6510,6570,228496,0.0015243902439023849
2021-06-30,6600,6610,6520,6530,212427,-0.0060882800608828
2021-07-01,6570,6580,6500,6570,332162,0.006125574272588086
2021-07-02,6570,6800,6570,6620,520513,0.007610350076103556
2021-07-05,6640,6770,6640,6690,260160,0.010574018126888296
2021-07-06,6700,6910,6610,6880,774102,0.0284005979073243
2021-07-07,6820,6930,6730,6830,411120,-0.007267441860465129
2021-07-08,6850,6900,6650,6710,445993,-0.017569546120058566
2021-07-09,6600,6670,6510,6630,397756,-0.011922503725782407
2021-07-12,6640,6690,6580,6610,188910,-0.003016591251885359
2021-07-13,6610,6680,6580,6610,244335,0.0
2021-07-14,6590,6620,6550,6580,232451,-0.004538577912254205
2021-07-15,6590,6780,6550,6700,314506,0.01823708206686936
2021-07-16,6710,6800,6650,6690,323043,-0.0014925373134327957
2021-07-19,6660,6670,6600,6630,222861,-0.008968609865470878
2021-07-20,6560,6700,6540,6600,228932,-0.004524886877828038
2021-07-21,6600,6720,6570,6700,343831,0.015151515151515138
2021-07-22,6740,7300,6710,7200,2724389,0.07462686567164178
2021-07-23,7230,7780,7030,7600,5524838,0.05555555555555558
2021-07-26,7830,8000,7490,7590,3505703,-0.001315789473684159
2021-07-27,7700,7980,7490,7860,2205921,0.035573122529644285
2021-07-28,7910,9120,7670,8350,15119472,0.06234096692111968
2021-07-29,8320,8830,8180,8440,3897457,0.010778443113772518
2021-07-30,8470,8490,8040,8050,1377574,-0.04620853080568721
2021-08-02,8000,8050,7640,7740,1334166,-0.03850931677018632
2021-08-03,7770,7980,7450,7500,1232789,-0.03100775193798455
