Date,Open,High,Low,Close,Volume,Change
2021-05-28,31127,40460,31127,40461,788374,
2021-05-31,44213,44464,37708,38409,3153569,-0.05071550381849188
2021-06-01,38008,38258,36582,37208,560211,-0.03126871306204271
2021-06-02,37282,37533,35331,36532,523192,-0.018168135884755965
2021-06-03,36081,38158,36056,37658,328931,0.03082229278440818
2021-06-04,37658,38984,37658,38784,223020,0.029900685113388947
2021-06-07,38834,39659,38158,38634,162189,-0.0038675742574257876
2021-06-08,38233,38759,37157,38484,141352,-0.0038825904643577935
2021-06-09,38759,38959,38158,38409,126093,-0.0019488618646710254
2021-06-10,38058,38408,37032,37158,189541,-0.032570491291103676
2021-06-11,37032,37032,33354,34956,2834925,-0.059260455352817654
2021-06-14,36081,36907,35356,36682,570558,0.04937635885112712
2021-06-15,36682,36732,35881,36532,177564,-0.004089199062210391
2021-06-16,36582,36582,35656,35806,202758,-0.019872988065257835
2021-06-17,35631,35906,34880,34981,235357,-0.023040831145618057
2021-06-18,35356,35481,34755,35231,271717,0.007146736799977127
2021-06-21,35230,35556,34805,35231,242886,0.0
2021-06-22,35556,35731,35130,35531,212861,0.00851522806619176
2021-06-23,35606,35756,35230,35231,157973,-0.00844333117559315
2021-06-24,35981,36882,35656,36382,300963,0.03267009168062218
2021-06-25,37633,38884,37407,37683,667261,0.03575944148205146
2021-06-28,37883,38784,37683,38484,191052,0.02125626940530223
2021-06-29,38483,39810,37858,39260,238574,0.02016422409312968
2021-06-30,39459,39835,38909,39510,212993,0.006367804381049336
2021-07-01,39509,39835,39134,39460,179058,-0.0012655024044545549
2021-07-02,39734,40760,39459,40260,258920,0.020273694880892146
2021-07-05,40260,40860,39910,40185,180333,-0.0018628912071535497
2021-07-06,40285,40510,39334,39410,299532,-0.019285803160383197
2021-07-07,39860,40235,38433,38684,472904,-0.01842172037553924
2021-07-08,40135,41286,39084,39485,802086,0.020706235135973472
2021-07-09,39159,40085,38533,40085,409731,0.01519564391541084
2021-07-12,40635,46540,40335,45115,1720706,0.1254833478857429
2021-07-13,45414,47541,45364,47417,971657,0.051025157929735165
2021-07-14,47917,51970,47541,50569,1320406,0.06647404939156853
2021-07-15,51645,52195,48968,50044,869127,-0.010381854495837395
2021-07-16,56199,64131,54222,60904,5040644,0.21700903205179434
2021-07-19,62054,79169,61954,79170,5769015,0.29991461972941025
2021-07-20,75991,80570,69185,71688,3945384,-0.0945054945054945
2021-07-21,74065,75966,70812,73515,1616158,0.025485436893203817
2021-07-22,72814,76392,69936,73314,1826197,-0.002734135890634537
2021-07-23,72814,83823,72613,80846,2113616,0.10273617590091932
2021-07-26,83498,100037,81446,94083,3287327,0.16373104420750573
2021-07-27,98836,100438,88978,92707,1905599,-0.01462538396947377
2021-07-28,90079,92681,81396,85300,1990640,-0.07989687941579382
2021-07-29,105000,110800,101300,110800,611859,0.29894490035169996
2021-07-30,112500,114600,98300,106900,818857,-0.035198555956678645
2021-08-02,102500,109000,99600,102300,271578,-0.04303086997193639
2021-08-03,103800,106000,99200,99300,220316,-0.029325513196480912
