Date,Open,High,Low,Close,Volume,Change
2013-10-17,46823,47011,46823,46911,998,
2013-10-18,46915,47006,46915,47012,446,0.0021530131525655527
2013-10-21,47063,47063,46991,47004,466,-0.0001701693184719133
2013-10-22,47039,47039,46944,46999,435,-0.0001063739256234042
2013-10-23,47054,47076,46934,46944,14016,-0.0011702376646312018
2013-10-24,46929,46929,46852,46911,613,-0.0007029652351737692
2013-10-25,46861,46884,46847,46893,5,-0.00038370531431863864
2013-10-28,46974,46996,46964,46976,952,0.001769986991661865
2013-10-29,46944,47029,46934,47012,421,0.0007663487738418517
2013-10-30,47006,47076,46991,47071,223,0.0012549987237300275
2013-10-31,46987,46987,46874,46893,302,-0.003781521531303733
2013-11-01,46915,46915,46861,46897,270,8.530057791134027e-05
2013-11-04,46762,46847,46762,46807,298,-0.0019190993027272674
2013-11-05,46758,46780,46657,46674,289,-0.0028414553378768304
2013-11-06,46667,46697,46650,46683,290,0.00019282684149635188
2013-11-07,46667,46702,46576,46601,189,-0.0017565280723175203
2013-11-08,46567,46567,46489,46498,362,-0.002210252998862683
2013-11-11,46459,46459,46361,46384,14,-0.002451718353477572
2013-11-12,46489,46529,46489,46507,5,0.002651776474646539
2013-11-13,46416,46431,46296,46316,483,-0.004106908637409368
2013-11-14,46370,46426,46366,46394,457,0.0016840832541671347
2013-11-15,46623,46623,46591,46625,412,0.004979092123981621
2013-11-18,46677,46677,46645,46655,2,0.0006434316353887137
2013-11-19,46772,46847,46772,46778,487,0.002636373379059087
2013-11-20,46702,46726,46627,46664,447,-0.002437043054427268
2013-11-21,46524,46524,46407,46418,11,-0.0052717298131321755
2013-11-22,46519,46581,46489,46537,403,0.0025636606488861347
2013-11-25,46726,46726,46712,46725,13,0.0040397962911231655
2013-11-26,46650,46712,46615,46688,482,-0.0007918673087212724
2013-11-27,46672,46748,46645,46737,406,0.0010495202193283593
2013-11-28,46818,46874,46818,46849,20,0.002396388300490049
2013-11-29,46874,46874,46810,46858,466,0.0001921065551024892
2013-12-02,46884,46884,46726,46741,470,-0.0024969055444107324
2013-12-03,46616,46623,46601,46606,192,-0.002888256562760705
2013-12-04,46548,46548,46479,46484,190,-0.0026176887096082124
2013-12-05,46329,46441,46329,46418,121,-0.0014198433869718752
2013-12-06,46597,46597,46597,46601,42,0.0039424361239175365
2013-12-09,46577,46577,46572,46577,1005,-0.0005150104075020145
2013-12-10,46554,46554,46554,46560,0,-0.00036498701075637907
2013-12-11,46397,46397,46397,46409,0,-0.0032431271477663115
2013-12-12,46272,46272,46272,46280,1,-0.0027796332607898933
2013-12-13,46329,46329,46306,46311,11,0.0006698357821952605
2013-12-16,46366,46366,46366,46374,0,0.0013603679471398955
2013-12-17,46437,46437,46437,46444,0,0.0015094665114072647
2013-12-18,46511,46511,46511,46517,0,0.0015717853759367184
2013-12-19,46511,46511,46511,46517,0,0.0
2013-12-20,46530,46530,46530,46537,21,0.0004299503407356742
2013-12-23,46678,46678,46678,46688,0,0.00324472999978509
2013-12-24,46708,46708,46708,46716,0,0.0005997258396162053
2013-12-26,46759,46759,46759,46765,1,0.0010488911721893146
2013-12-27,46853,46853,46853,46859,1,0.0020100502512563345
2013-12-30,46862,46965,46862,46972,25,0.002411489788514576
2014-01-02,46592,46592,46592,46596,1,-0.008004768798433148
2014-01-03,46455,46455,46375,46384,3,-0.00454974675937847
2014-01-06,46392,46392,46392,46404,0,0.0004311831666092836
2014-01-07,46549,46549,46549,46557,1,0.0032971295577968185
2014-01-08,46559,46559,46559,46565,3,0.00017183237751572378
2014-01-09,46492,46492,46492,46498,1,-0.0014388489208633226
2014-01-10,46316,46316,46316,46321,1,-0.0038066153382940726
2014-01-13,46460,46460,46460,46467,1,0.0031519181364823012
2014-01-14,46535,46535,46535,46542,1,0.0016140486797082687
2014-01-15,46489,46489,46489,46493,1,-0.0010528125134287025
2014-01-16,46530,46530,46530,46537,1,0.0009463790247994375
2014-01-17,46451,46451,46451,46458,0,-0.001697573973397537
2014-01-20,46451,46451,46451,46458,0,0.0
2014-01-21,46455,46455,46455,46462,0,8.609927246117088e-05
2014-01-22,46455,46455,46455,46462,0,0.0
2014-01-23,46549,46549,46465,46472,2,0.0002152296500366191
2014-01-24,46402,46402,46402,46413,0,-0.0012695816835943674
2014-01-27,45647,46202,45647,46201,5,-0.004567685777691621
2014-01-28,46202,46235,46147,46234,7,0.0007142702538907031
2014-01-29,46253,46258,46253,46267,4,0.0007137604360427652
2014-02-03,46249,46272,46220,46229,7,-0.0008213197311258691
2014-02-04,46043,46043,46043,46051,0,-0.0038503969369876323
2014-02-05,46043,46043,46043,46051,0,0.0
2014-02-06,46146,46146,46146,46153,0,0.002214935614861746
2014-02-07,46272,46272,46272,46280,1,0.002751717114813701
2014-02-10,46333,46333,46333,46340,2,0.0012964563526360884
2014-02-11,46326,46407,46326,46418,8,0.0016832110487698948
2014-02-12,46446,46446,46422,46430,2,0.00025852040156837397
2014-02-13,46422,46422,46392,46404,3,-0.0005599827697608806
2014-02-14,46455,46455,46446,46453,11,0.0010559434531505207
2014-02-17,46475,46475,46475,46480,11,0.0005812326437475424
2014-02-18,46475,46475,46475,46480,0,0.0
2014-02-19,46048,46412,46048,46422,2001,-0.001247848537005214
2014-02-20,46412,46412,46412,46422,0,0.0
2014-02-21,46530,46530,46530,46537,0,0.002477273706432248
2014-02-24,46587,46641,46577,46581,14,0.00094548423834806
2014-02-25,46619,46673,46619,46679,8,0.0021038620896931537
2014-02-26,46668,46768,46668,46769,305,0.001928061869363118
2014-02-27,46708,46763,46708,46769,6,0.0
2014-02-28,46786,46786,46786,46794,1,0.0005345421112274984
2014-03-03,46633,46637,46577,46615,1005,-0.003825276744881867
2014-03-04,46506,46641,46506,46527,2500,-0.0018878043548213874
2014-03-05,46727,46741,46717,46730,10,0.0043630580093279026
2014-03-06,46637,46737,46633,46742,19,0.0002567943505242809
2014-03-07,46698,46703,46693,46703,16,-0.000834367378374945
2014-03-10,46577,46577,46577,46581,0,-0.0026122518896002367
2014-03-11,46540,46540,46530,46542,7,-0.0008372512397758491
2014-03-12,46412,46506,46412,46512,2000,-0.0006445790898543802
2014-03-13,46506,46506,46506,46512,0,0.0
2014-03-14,45971,46202,45971,46210,2000,-0.006492948056415537
2014-03-17,46316,46316,46316,46321,0,0.0024020774724085037
2014-03-18,46432,46432,46432,46439,0,0.0025474406856500487
2014-03-19,46432,46432,46432,46439,0,0.0
2014-03-20,46353,46353,46353,46359,1,-0.0017226899804043683
2014-03-21,46316,46316,46316,46321,1,-0.0008196898121184404
2014-03-24,46422,46422,46422,46430,0,0.002353144362168269
2014-03-25,46422,46422,46422,46430,2,0.0
2014-03-26,46658,46658,46658,46669,1,0.005147533922033265
2014-03-27,46703,46722,46693,46716,17,0.0010070925025176258
2014-03-28,46737,46754,46713,46725,17,0.00019265348060626408
2014-03-31,46814,46893,46717,46903,590,0.003809523809523707
2014-04-01,46893,46893,46893,46903,0,0.0
2014-04-02,46893,46893,46893,46903,0,0.0
2014-04-03,46893,46893,46893,46903,0,0.0
2014-04-04,46893,46893,46893,46903,0,0.0
2014-04-07,46893,46893,46893,46903,0,0.0
2014-04-08,46893,46893,46893,46903,0,0.0
2014-04-09,46893,46893,46893,46903,4,0.0
2014-04-10,46940,46940,46940,46950,0,0.001002068097989417
2014-04-11,46940,46940,46940,46950,0,0.0
2014-04-14,46940,46940,46940,46950,0,0.0
2014-04-15,46940,46940,46940,46950,0,0.0
2014-04-16,46940,46940,46940,46950,0,0.0
2014-04-17,46940,46940,46940,46950,0,0.0
2014-04-18,46940,46940,46940,46950,0,0.0
2014-04-21,46940,46940,46940,46950,0,0.0
2014-04-22,46940,46940,46940,46950,0,0.0
2014-04-23,46950,46950,46950,46959,0,0.0001916932907348734
2014-04-24,47119,47119,47060,47062,5,0.0021934027555952085
2014-04-25,46885,46885,46885,46894,5,-0.003569759041264664
2014-04-28,46898,46898,46875,46884,3,-0.00021324689725765733
2014-04-29,46865,46865,46853,46859,5,-0.0005332309529904045
2014-04-30,46880,46880,46759,46765,14,-0.0020060180541624506
2014-05-02,46668,46668,46641,46650,8,-0.002459104030792303
2014-05-07,46641,46641,46641,46650,0,0.0
2014-05-08,46641,46641,46641,46650,0,0.0
2014-05-09,46641,46641,46641,46650,0,0.0
2014-05-12,46737,46737,46737,46742,0,0.0019721329046087366
2014-05-13,46889,46889,46889,46898,0,0.003337469513499558
2014-05-14,47060,47060,47060,47062,1,0.0034969508294597773
2014-05-15,47151,47151,47151,47160,0,0.0020823594407377577
2014-05-16,47060,47060,47060,47062,23,-0.002078032230704019
2014-05-19,47169,47169,47169,47179,0,0.0024860821894521212
2014-05-20,47146,47146,47146,47155,1,-0.0005087009050637192
2014-05-21,47146,47146,47146,47155,0,0.0
2014-05-22,47217,47237,47217,47243,22,0.001866185982398516
2014-05-23,47189,47189,47189,47196,284,-0.000994856380839515
2014-05-26,47189,47189,47189,47196,0,0.0
2014-05-27,47189,47189,47189,47196,0,0.0
2014-05-28,47189,47189,47189,47196,0,0.0
2014-05-29,47199,47199,47199,47205,0,0.00019069412662098273
2014-05-30,47251,47251,47251,47258,10,0.001122762419235146
2014-06-02,47251,47251,47251,47258,0,0.0
2014-06-03,47267,47286,47217,47268,5398,0.0002116043844428983
2014-06-05,47155,47194,47128,47200,1608,-0.0014386053990014247
2014-06-09,47194,47194,47194,47200,0,0.0
2014-06-10,47255,47255,47255,47263,0,0.0013347457627119752
2014-06-11,47255,47255,47255,47263,0,0.0
2014-06-12,47255,47255,47255,47263,0,0.0
2014-06-13,47237,47237,47237,47243,0,-0.00042316399720709885
2014-06-16,47237,47237,47237,47243,0,0.0
2014-06-17,47237,47237,47237,47243,0,0.0
2014-06-18,47237,47237,47237,47243,0,0.0
2014-06-19,47237,47237,47237,47243,0,0.0
2014-06-20,47137,47137,47137,47144,0,-0.0020955485468746593
2014-06-23,47137,47137,47137,47144,0,0.0
2014-06-24,47268,47268,47268,47277,0,0.002821143729848874
2014-06-25,47268,47268,47268,47277,0,0.0
2014-06-26,47268,47268,47268,47277,0,0.0
2014-06-27,47268,47268,47268,47277,0,0.0
2014-06-30,47402,47402,47402,47407,10,0.0027497514647714105
2014-07-01,47387,47387,47387,47392,0,-0.00031640896913953664
2014-07-02,47470,47470,47470,47479,0,0.0018357528696826275
2014-07-03,47475,47475,47475,47484,0,0.00010530971587430216
2014-07-04,47475,47475,47475,47484,0,0.0
2014-07-07,47461,47461,47461,47469,3000,-0.00031589588071767594
2014-07-08,47458,47458,47458,47464,0,-0.00010533190081951638
2014-07-09,47416,47416,47416,47420,0,-0.0009270183718186331
2014-07-10,47416,47416,47416,47420,0,0.0
2014-07-11,47348,47348,47348,47356,0,-0.0013496415014762064
2014-07-14,47348,47348,47348,47356,0,0.0
2014-07-15,47480,47480,47480,47489,0,0.0028085142326210732
2014-07-16,47502,47502,47502,47514,8,0.0005264377013625143
2014-07-17,47636,47636,47636,47643,0,0.0027149892663214104
2014-07-18,47636,47636,47636,47643,0,0.0
2014-07-21,47636,47636,47636,47643,0,0.0
2014-07-22,47660,47660,47660,47666,0,0.00048275717314183453
2014-07-23,47698,47698,47698,47702,0,0.0007552553182561539
2014-07-24,47698,47698,47698,47702,0,0.0
2014-07-25,47741,47741,47741,47746,0,0.0009223931910611327
2014-07-28,47857,47857,47857,47866,0,0.002513299543417169
2014-07-29,47952,47952,47952,47958,1,0.0019220323402833195
2014-07-30,48125,48125,48125,48132,0,0.003628174652821281
2014-07-31,48134,48134,48134,48142,38,0.00020776198786665034
2014-08-01,48065,48065,48065,48071,0,-0.0014748037057039642
2014-08-04,48018,48018,48018,48025,14,-0.0009569178922843591
2014-08-05,48018,48018,48018,48025,0,0.0
2014-08-06,47975,47975,47975,47982,0,-0.0008953669963560618
2014-08-07,47957,47957,47957,47963,0,-0.00039598182651823244
2014-08-08,47788,47788,47788,47800,0,-0.0033984529741676317
2014-08-11,47788,47788,47788,47800,0,0.0
2014-08-12,47914,47914,47914,47922,20,0.002552301255230205
2014-08-13,47914,47914,47914,47922,0,0.0
2014-08-14,47914,47914,47914,47922,0,0.0
2014-08-18,47934,47934,47842,47852,64,-0.0014607069821793717
2014-08-19,47934,47934,47905,47912,59,0.0012538660871019847
2014-08-20,47943,47943,47870,47879,59,-0.0006887627316747302
2014-08-21,47842,47842,47689,47695,249,-0.003843020948641418
2014-08-22,47782,47782,47756,47761,156,0.0013837928504036867
2014-08-25,47857,47857,47857,47866,100,0.0021984464311886054
2014-08-26,47900,47929,47900,47907,169,0.000856557890778431
2014-08-27,47948,47948,47948,47953,107,0.0009601937086438639
2014-08-28,47948,47993,47948,48001,20,0.0010009801263737295
2014-08-29,47948,47993,47948,48001,165,0.0
2014-09-01,47890,47900,47890,47907,98,-0.001958292535572226
2014-09-02,47870,47870,47837,47847,39,-0.0012524265764919384
2014-09-03,47746,47773,47746,47780,200,-0.0014002967793174115
2014-09-04,47885,47885,47741,47746,69,-0.0007115948095437474
2014-09-05,47847,47847,47818,47829,186,0.0017383655175302604
2014-09-11,47813,47813,47793,47804,174,-0.0005226954358235059
2014-09-12,47785,47875,47785,47882,147,0.0016316626223746855
2014-09-15,47803,47808,47760,47819,88,-0.0013157345140135668
2014-09-16,47847,47939,47847,47943,98,0.0025931115247077585
2014-09-17,47970,48003,47970,48011,59,0.0014183509584297926
2014-09-18,48052,48052,47924,47943,325,-0.0014163420882714606
2014-09-19,47993,47993,47985,47991,108,0.0010011889118328732
2014-09-22,47862,47862,47782,47790,162,-0.004188285303494355
2014-09-23,47818,47818,47733,47736,137,-0.001129943502824804
2014-09-24,47689,47737,47689,47741,324,0.00010474275180150094
2014-09-25,47890,47890,47793,47804,399,0.0013196204520222743
2014-09-26,47669,47808,47669,47819,229,0.00031378127353365315
2014-09-29,47713,47808,47713,47819,245,0.0
2014-09-30,47788,47788,47728,47731,254,-0.0018402726949539039
2014-10-01,47713,47713,47561,47613,604,-0.0024721878862793423
2014-10-02,47475,47475,47458,47464,328,-0.003129397433474068
2014-10-06,47536,47536,47407,47412,400,-0.0010955671666947886
2014-10-07,47480,47480,47402,47459,112,0.0009913102168226384
2014-10-08,47283,47300,47283,47308,223,-0.003181693672433039
2014-10-10,47207,47207,47207,47215,127,-0.0019658408725796717
2014-10-13,47015,47104,47015,47110,147,-0.002223869532987366
2014-10-14,47133,47133,47133,47139,127,0.0006155805561451899
2014-10-15,47151,47151,47040,47057,140,-0.0017395362650883817
2014-10-16,46923,46990,46923,46998,191,-0.0012537985846952093
2014-10-17,47020,47020,46872,46904,251,-0.0020000851100047123
2014-10-20,47050,47109,47050,47115,322,0.00449855023025747
2014-10-21,46995,46995,46986,46994,260,-0.002568184230075321
2014-10-22,47164,47164,47010,47139,280,0.0030855002766310147
2014-10-23,47137,47174,47096,47181,262,0.0008909819894356019
2014-10-24,47174,47174,47100,47105,257,-0.0016108179139907586
2014-10-27,47133,47174,47133,47181,516,0.0016134168347308186
2014-10-28,47189,47189,47189,47195,517,0.00029672961573523615
2014-10-29,47358,47358,47358,47365,495,0.0036020764911537384
2014-10-30,47300,47397,47300,47402,780,0.0007811675287658915
2014-10-31,47488,47623,47448,47628,936,0.004767731319353707
2014-11-03,47615,47615,47561,47570,1602,-0.001217771059040862
2014-11-04,47591,47591,47470,47479,231,-0.0019129703594702452
2014-11-05,47502,47502,47407,47412,682,-0.0014111501927167591
2014-11-06,47444,47492,47444,47504,215,0.0019404370201636656
2014-11-07,47480,47522,47480,47532,450,0.0005894240485011526
2014-11-10,47660,47684,47660,47690,586,0.003324076411680643
2014-11-11,47674,47674,47615,47618,377,-0.0015097504717970223
2014-11-12,47623,47623,47623,47628,391,0.00021000462010167809
2014-11-13,47566,47646,47546,47555,254,-0.0015327118501721193
2014-11-14,47444,47480,47427,47429,512,-0.0026495636631268527
2014-11-17,47475,47475,47475,47484,614,0.0011596280756498434
2014-11-18,47606,47615,47606,47618,614,0.0028220032010781715
2014-11-19,47664,47664,47502,47603,723,-0.00031500693015251713
2014-11-20,47596,47596,47512,47524,775,-0.0016595592714745422
2014-11-21,47651,47651,47566,47570,647,0.0009679319922566432
2014-11-24,47798,47813,47798,47814,743,0.005129283161656506
2014-11-25,47818,47818,47723,47824,905,0.00020914376542435775
2014-11-26,47818,47818,47761,47824,783,0.0
2014-11-27,47924,47924,47847,47922,1033,0.002049180327868827
2014-11-28,47919,47919,47910,47917,1040,-0.00010433621301286777
2014-12-01,47828,47828,47808,47819,1814,-0.002045203163804077
2014-12-02,47756,47793,47756,47804,429,-0.000313682845730745
2014-12-03,47793,47808,47708,47711,176,-0.0019454438959083387
2014-12-04,47741,47778,47741,47785,123,0.0015510050093270333
2014-12-05,47778,47785,47778,47795,633,0.0002092706916396736
2014-12-08,47789,47789,47718,47721,402,-0.0015482791086933734
2014-12-09,47684,47751,47679,47751,249,0.0006286540516753369
2014-12-10,47684,47684,47516,47530,712,-0.004628175326171213
2014-12-11,47347,47459,47347,47467,338,-0.0013254786450662692
2014-12-12,47415,47511,47405,47522,352,0.0011586997282322375
2014-12-15,47405,47442,47346,47447,1361,-0.0015782164050334169
2014-12-16,47390,47469,47380,47385,186,-0.0013067211836365056
2014-12-17,47424,47424,47259,47269,238,-0.002448032077661755
2014-12-18,47239,47239,47196,47201,301,-0.0014385749645645651
2014-12-19,47501,47526,47491,47502,159,0.006376983538484371
2014-12-22,47474,47669,47469,47675,1068,0.0036419519178139126
2014-12-23,47600,47622,47595,47627,433,-0.0010068169900366852
2014-12-24,47614,47618,47610,47612,156,-0.000314947403783572
2014-12-26,47646,47679,47646,47684,1188,0.0015122238091238582
2014-12-29,47646,47660,47646,47660,1277,-0.0005033134804127704
2014-12-30,47600,47600,47585,47589,682,-0.0014897188417960505
2015-01-02,47505,47564,47491,47564,1787,-0.000525331484166558
2015-01-05,47425,47469,47405,47477,494,-0.0018291144563115092
2015-01-06,47375,47410,47322,47335,643,-0.0029909219200876525
2015-01-07,47303,47451,47298,47385,1271,0.0010563008344777192
2015-01-08,47442,47565,47442,47554,430,0.0035665294924553947
2015-01-09,47756,47760,47751,47761,136,0.004352946124405843
2015-01-12,47746,47778,47733,47761,771,0.0
2015-01-13,47751,47833,47728,47746,430,-0.00031406377588405476
2015-01-14,47809,47824,47773,47814,836,0.0014242030746030032
2015-01-15,47799,47819,47703,47706,429,-0.0022587526665830415
2015-01-16,47660,47684,47570,47597,819,-0.002284827904246889
2015-01-19,47804,47804,47733,47741,547,0.0030254007605521327
2015-01-20,47819,47838,47794,47847,625,0.0022203137764185144
2015-01-21,47876,47901,47858,47888,733,0.0008568980291345785
2015-01-22,47949,47949,47876,47918,244,0.0006264617440694398
2015-01-23,48072,48081,48025,48036,693,0.0024625401727951246
2015-01-26,47995,48067,47995,48036,1005,0.0
2015-01-27,48192,48224,48123,48228,757,0.003997002248313786
2015-01-28,48100,48233,48100,48238,173,0.00020734842829894795
2015-01-29,48086,48224,48081,48144,658,-0.0019486711721049543
2015-01-30,48172,48192,48109,48195,699,0.0010593220338983578
2015-02-02,48113,48118,48104,48115,526,-0.001659923228550686
2015-02-03,48123,48252,48123,48257,440,0.0029512626000207653
2015-02-04,48337,48337,48233,48238,305,-0.0003937252626562415
2015-02-05,48187,48210,48104,48115,314,-0.0025498569592437015
2015-02-06,48081,48086,48072,48088,253,-0.000561155564792637
2015-02-09,48020,48095,48015,48093,566,0.00010397604391942927
2015-02-10,48063,48072,47940,47944,805,-0.0030981639739671163
2015-02-11,48054,48054,47977,48051,489,0.002231770398798627
2015-02-12,47967,47967,47848,47888,781,-0.003392229089925314
2015-02-13,47995,48090,47954,48098,332,0.0043852322084865225
2015-02-16,48049,48054,48010,48017,818,-0.0016840617073474728
2015-02-17,47959,48076,47959,48083,775,0.001374513193244109
2015-02-23,48206,48206,48113,48120,945,0.0007695027348542105
2015-02-24,48167,48167,48167,48173,1077,0.001101413133832052
2015-02-25,48201,48262,48201,48267,547,0.0019513005210387568
2015-02-26,48229,48238,48224,48233,866,-0.0007044150247581538
2015-02-27,48238,48275,48238,48281,985,0.000995169282441477
2015-03-02,48262,48413,48262,48419,1010,0.0028582672272736698
2015-03-03,48455,48455,48383,48414,765,-0.0001032652471136819
2015-03-04,48403,48408,48369,48391,749,-0.00047506919486095534
2015-03-05,48373,48418,48369,48424,754,0.0006819449897708107
2015-03-06,48451,48612,48451,48617,847,0.003985626961837019
2015-03-09,48515,48515,48515,48524,429,-0.0019129111216241723
2015-03-10,48398,48398,48341,48358,983,-0.003420987552551269
2015-03-11,48210,48341,48210,48348,611,-0.00020679101699827562
2015-03-12,48413,48413,48351,48376,868,0.0005791346074295323
2015-03-13,48378,48413,48373,48414,1014,0.0007855134777574602
2015-03-16,48393,48436,48393,48443,1373,0.0005990002891724799
2015-03-17,48560,48697,48560,48693,802,0.005160704332927368
2015-03-18,48750,48781,48746,48751,1092,0.0011911363029593058
2015-03-19,48882,48882,48882,48889,582,0.00283071116489908
2015-03-20,48882,48882,48860,48864,615,-0.000511362474176158
2015-03-23,48860,48910,48860,48917,592,0.0010846430910280702
2015-03-24,48901,48901,48901,48908,606,-0.00018398511764827763
2015-03-25,48877,48877,48877,48884,637,-0.0004907172650691072
2015-03-26,48835,48868,48786,48794,1164,-0.0018410932002290714
2015-03-27,48717,48776,48707,48784,892,-0.00020494323072506315
2015-03-30,48682,48796,48673,48802,946,0.00036897343391273374
2015-03-31,48882,48906,48882,48913,1105,0.0022744969468464493
2015-04-01,48801,48811,48796,48807,1635,-0.0021671130374337766
2015-04-02,48771,48771,48771,48779,669,-0.0005736882004629962
2015-04-03,48821,48821,48821,48826,697,0.0009635293876464335
2015-04-06,48821,48985,48821,48879,1804,0.0010854872404046922
2015-04-07,49000,49000,48868,48884,1156,0.00010229341844136819
2015-04-08,48900,48916,48900,48925,597,0.0008387202356598955
2015-04-09,48917,49014,48906,48988,852,0.0012876852324987809
2015-04-10,49014,49162,49014,49168,1888,0.0036743692332816824
2015-04-13,49177,49237,49157,49229,1866,0.0012406443215098317
2015-04-14,49314,49365,49300,49372,684,0.0029047918909586024
2015-04-15,49332,49421,49309,49428,1800,0.0011342461314105545
2015-04-16,49456,49483,49407,49423,1375,-0.00010115723881198857
2015-04-17,49501,49521,49501,49519,1846,0.0019424154745766309
2015-04-20,49530,49530,49465,49534,2242,0.0003029140329975366
2015-04-21,49486,49521,49473,49480,1542,-0.0010901602939394905
2015-04-22,49673,49673,49470,49529,1713,0.000990299110751769
2015-04-23,49634,49634,49634,49641,1125,0.0022613014597507863
2015-04-24,49812,49812,49654,49661,1247,0.00040289277008920266
2015-04-27,49629,49639,49587,49595,3632,-0.0013290106924951361
2015-04-28,49483,49483,49483,49489,2047,-0.0021373122290553326
2015-04-29,49416,49416,49416,49423,1326,-0.0013336296954878923
2015-04-30,49295,49347,49270,49352,2879,-0.0014365781114056286
2015-05-04,49405,49405,49284,49299,5648,-0.001073917976981642
2015-05-06,49172,49172,48995,49002,2966,-0.006024462970851352
2015-05-07,48990,48990,48826,48831,1247,-0.003489653483531252
2015-05-08,48886,49236,48886,48925,1270,0.0019250066556080192
2015-05-11,49142,49142,49043,49049,4344,0.002534491568727537
2015-05-12,49067,49067,48860,48864,1357,-0.00377173846561607
2015-05-13,48913,49029,48913,49036,1278,0.0035199738048461438
2015-05-14,49123,49123,49034,49058,874,0.0004486499714495551
2015-05-15,49246,49246,48966,48979,2305,-0.001610338782665366
2015-05-18,48932,48990,48932,48997,2710,0.0003675044406785677
2015-05-19,48961,49113,48947,49120,1302,0.0025103577770067
2015-05-20,49181,49270,49109,49275,1813,0.0031555374592833196
2015-05-21,49251,49251,49048,49058,1357,-0.0044038559107052455
2015-05-22,49167,49177,49167,49175,1257,0.0023849321211626417
2015-05-26,49270,49309,49199,49253,4562,0.0015861718352820908
2015-05-27,49426,49426,48985,49053,2878,-0.004060666355348963
2015-05-28,49071,49071,49057,49063,1500,0.00020386112979831061
2015-05-29,48995,49172,48995,49175,1229,0.002282779283778069
2015-06-01,48971,49019,48922,48940,6373,-0.004778851042196219
2015-06-02,49075,49075,48860,48970,1480,0.0006129955046996205
2015-06-03,48860,48872,48860,48874,429,-0.001960383908515384
2015-06-04,48796,48796,48796,48802,897,-0.0014731759217579965
2015-06-05,48754,48845,48732,48835,2105,0.0006762017950083798
2015-06-08,48682,48722,48645,48711,2812,-0.0025391624859220085
2015-06-09,48836,48836,48836,48839,995,0.0026277432202173046
2015-06-10,48831,48831,48727,48731,3299,-0.002211347488687343
2015-06-11,48736,48736,48519,48568,984,-0.0033448933943485137
2015-06-12,48650,48707,48650,48673,821,0.0021619173118101465
2015-06-15,48519,48519,48490,48504,2811,-0.0034721508844739457
2015-06-16,48321,48321,48321,48327,1570,-0.00364918357248889
2015-06-17,48335,48335,48325,48341,814,0.0002896931322036167
2015-06-18,48485,48485,48485,48494,994,0.0031650152044848667
2015-06-19,48499,48524,48485,48494,791,0.0
2015-06-22,48608,48608,48477,48509,3111,0.00030931661648869735
2015-06-23,48664,48776,48664,48784,1524,0.0056690511039187985
2015-06-24,48750,48750,48750,48756,855,-0.0005739586749754499
2015-06-25,48732,48732,48732,48736,2271,-0.0004102059233734856
2015-06-26,48687,48707,48687,48706,2046,-0.0006155613919894831
2015-06-29,48514,48514,48495,48522,2857,-0.003777768652732716
2015-06-30,48544,48655,48544,48659,2568,0.0028234615226083726
2015-07-01,48569,48736,48554,48741,1759,0.0016851969830864455
2015-07-02,48766,48776,48741,48769,1179,0.0005744650294412512
2015-07-03,49049,49049,48655,48711,1610,-0.0011892800754578214
2015-07-06,49006,49006,48396,48412,1909,-0.0061382439284760615
2015-07-07,48472,48472,48277,48293,710,-0.0024580682475419113
2015-07-08,48420,48420,48249,48288,566,-0.00010353467376222891
2015-07-09,48077,48326,48068,48332,938,0.0009111994698476344
2015-07-10,48593,48593,48287,48312,1278,-0.0004138045187453976
2015-07-13,48307,48458,48292,48461,1594,0.00308411988739854
2015-07-14,48477,48477,48401,48408,970,-0.0010936629454613156
2015-07-15,48509,48529,48420,48426,1463,0.0003718393653941998
2015-07-16,48467,48524,48453,48532,1568,0.002188906785611122
2015-07-17,48640,48640,48477,48527,1398,-0.00010302480837387495
2015-07-20,48495,48495,48429,48441,1994,-0.0017722092855523286
2015-07-21,48529,48579,48463,48527,1804,0.0017753555872090931
2015-07-22,48396,48396,48381,48398,1432,-0.002658313928328604
2015-07-23,48444,48453,48416,48461,1789,0.0013017066820943946
2015-07-24,48354,48354,48287,48307,1785,-0.003177813086812087
2015-07-27,48312,48359,48297,48360,2434,0.0010971494814415728
2015-07-28,48277,48321,48249,48317,1082,-0.0008891645988420294
2015-07-29,48363,48420,48354,48417,727,0.00206966492124927
2015-07-30,48330,48349,48259,48269,1142,-0.003056777578123393
2015-07-31,48203,48235,48129,48240,1537,-0.0006007996850980746
2015-08-03,48091,48091,48091,48099,1262,-0.0029228855721392666
2015-08-04,48134,48134,48110,48116,288,0.00035343770140761066
2015-08-05,48124,48154,48119,48160,1142,0.0009144567295702455
2015-08-06,48063,48068,47988,47997,980,-0.0033845514950165967
2015-08-07,47930,47959,47930,47964,509,-0.0006875429714356951
2015-08-10,48001,48001,47959,47968,1591,8.339588024353084e-05
2015-08-11,48110,48144,47940,47944,1079,-0.0005003335557037802
2015-08-12,47915,47959,47777,47808,1041,-0.0028366427498748292
